O*NET-SOC Code,Title,abilities_importance_ranked,abilities_level_ranked,abilities_arm-hand_steadiness_importance,abilities_arm-hand_steadiness_level,abilities_auditory_attention_importance,abilities_auditory_attention_level,abilities_category_flexibility_importance,abilities_category_flexibility_level,abilities_control_precision_importance,abilities_control_precision_level,abilities_deductive_reasoning_importance,abilities_deductive_reasoning_level,abilities_depth_perception_importance,abilities_depth_perception_level,abilities_dynamic_flexibility_importance,abilities_dynamic_flexibility_level,abilities_dynamic_strength_importance,abilities_dynamic_strength_level,abilities_explosive_strength_importance,abilities_explosive_strength_level,abilities_extent_flexibility_importance,abilities_extent_flexibility_level,abilities_far_vision_importance,abilities_far_vision_level,abilities_finger_dexterity_importance,abilities_finger_dexterity_level,abilities_flexibility_of_closure_importance,abilities_flexibility_of_closure_level,abilities_fluency_of_ideas_importance,abilities_fluency_of_ideas_level,abilities_glare_sensitivity_importance,abilities_glare_sensitivity_level,abilities_gross_body_coordination_importance,abilities_gross_body_coordination_level,abilities_gross_body_equilibrium_importance,abilities_gross_body_equilibrium_level,abilities_hearing_sensitivity_importance,abilities_hearing_sensitivity_level,abilities_inductive_reasoning_importance,abilities_inductive_reasoning_level,abilities_information_ordering_importance,abilities_information_ordering_level,abilities_manual_dexterity_importance,abilities_manual_dexterity_level,abilities_mathematical_reasoning_importance,abilities_mathematical_reasoning_level,abilities_memorization_importance,abilities_memorization_level,abilities_multilimb_coordination_importance,abilities_multilimb_coordination_level,abilities_near_vision_importance,abilities_near_vision_level,abilities_night_vision_importance,abilities_night_vision_level,abilities_number_facility_importance,abilities_number_facility_level,abilities_oral_comprehension_importance,abilities_oral_comprehension_level,abilities_oral_expression_importance,abilities_oral_expression_level,abilities_originality_importance,abilities_originality_level,abilities_perceptual_speed_importance,abilities_perceptual_speed_level,abilities_peripheral_vision_importance,abilities_peripheral_vision_level,abilities_problem_sensitivity_importance,abilities_problem_sensitivity_level,abilities_rate_control_importance,abilities_rate_control_level,abilities_reaction_time_importance,abilities_reaction_time_level,abilities_response_orientation_importance,abilities_response_orientation_level,abilities_selective_attention_importance,abilities_selective_attention_level,abilities_sound_localization_importance,abilities_sound_localization_level,abilities_spatial_orientation_importance,abilities_spatial_orientation_level,abilities_speech_clarity_importance,abilities_speech_clarity_level,abilities_speech_recognition_importance,abilities_speech_recognition_level,abilities_speed_of_closure_importance,abilities_speed_of_closure_level,abilities_speed_of_limb_movement_importance,abilities_speed_of_limb_movement_level,abilities_stamina_importance,abilities_stamina_level,abilities_static_strength_importance,abilities_static_strength_level,abilities_time_sharing_importance,abilities_time_sharing_level,abilities_trunk_strength_importance,abilities_trunk_strength_level,abilities_visual_color_discrimination_importance,abilities_visual_color_discrimination_level,abilities_visualization_importance,abilities_visualization_level,abilities_wrist-finger_speed_importance,abilities_wrist-finger_speed_level,abilities_written_comprehension_importance,abilities_written_comprehension_level,abilities_written_expression_importance,abilities_written_expression_level
53-6051.01,Aviation Inspectors,inductive_reasoning|problem_sensitivity|oral_comprehension|deductive_reasoning|near_vision|oral_expression|written_comprehension|speech_clarity|written_expression|information_ordering|speech_recognition|far_vision|visualization|perceptual_speed|flexibility_of_closure|category_flexibility|selective_attention|auditory_attention|visual_color_discrimination|hearing_sensitivity|control_precision|time_sharing|arm-hand_steadiness|manual_dexterity|fluency_of_ideas|originality|finger_dexterity|speed_of_closure|multilimb_coordination|depth_perception|mathematical_reasoning|number_facility|reaction_time|memorization|trunk_strength|extent_flexibility|rate_control|gross_body_equilibrium|sound_localization|glare_sensitivity|peripheral_vision|night_vision|response_orientation|gross_body_coordination|stamina|dynamic_strength|static_strength|wrist-finger_speed|spatial_orientation|speed_of_limb_movement|explosive_strength|dynamic_flexibility,problem_sensitivity|oral_comprehension|inductive_reasoning|oral_expression|written_comprehension|near_vision|deductive_reasoning|written_expression|information_ordering|far_vision|perceptual_speed|control_precision|category_flexibility|visual_color_discrimination|auditory_attention|flexibility_of_closure|speech_recognition|visualization|hearing_sensitivity|speech_clarity|selective_attention|speed_of_closure|time_sharing|arm-hand_steadiness|manual_dexterity|finger_dexterity|multilimb_coordination|fluency_of_ideas|originality|depth_perception|mathematical_reasoning|response_orientation|reaction_time|number_facility|memorization|extent_flexibility|trunk_strength|static_strength|rate_control|sound_localization|spatial_orientation|gross_body_coordination|glare_sensitivity|stamina|dynamic_strength|wrist-finger_speed|gross_body_equilibrium|night_vision|peripheral_vision|speed_of_limb_movement|explosive_strength|dynamic_flexibility,3.0,3.0,3.12,3.25,3.25,3.25,3.12,3.25,4.0,4.0,2.62,2.62,1.0,0.0,2.0,1.5,1.38,0.62,2.25,2.38,3.38,3.38,2.88,3.0,3.25,3.25,3.0,2.88,2.0,1.88,2.0,1.88,2.12,1.38,3.12,3.12,4.12,4.0,3.5,3.62,3.0,3.0,2.5,2.5,2.25,2.38,2.75,2.88,4.0,4.0,2.0,1.38,2.38,2.38,4.0,4.0,3.88,4.0,2.88,2.88,3.38,3.38,2.0,1.38,4.12,4.38,2.12,2.0,2.25,2.5,2.0,2.5,3.25,3.12,2.0,2.0,2.0,2.0,3.75,3.12,3.5,3.25,2.75,3.12,1.62,0.88,2.0,1.75,2.0,2.0,3.0,3.0,2.25,2.25,3.12,3.25,3.38,3.25,2.0,1.5,3.88,4.0,3.62,3.88
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",near_vision|problem_sensitivity|oral_comprehension|flexibility_of_closure|arm-hand_steadiness|auditory_attention|hearing_sensitivity|selective_attention|speech_clarity|oral_expression|inductive_reasoning|deductive_reasoning|control_precision|multilimb_coordination|speech_recognition|far_vision|extent_flexibility|perceptual_speed|visualization|category_flexibility|depth_perception|manual_dexterity|finger_dexterity|trunk_strength|written_comprehension|information_ordering|time_sharing|written_expression|visual_color_discrimination|rate_control|speed_of_closure|reaction_time|static_strength|stamina|memorization|gross_body_equilibrium|glare_sensitivity|peripheral_vision|fluency_of_ideas|response_orientation|gross_body_coordination|wrist-finger_speed|originality|spatial_orientation|number_facility|mathematical_reasoning|dynamic_strength|night_vision|sound_localization|speed_of_limb_movement|explosive_strength|dynamic_flexibility,near_vision|oral_comprehension|oral_expression|extent_flexibility|problem_sensitivity|arm-hand_steadiness|flexibility_of_closure|written_comprehension|control_precision|finger_dexterity|speech_clarity|information_ordering|deductive_reasoning|inductive_reasoning|selective_attention|hearing_sensitivity|manual_dexterity|perceptual_speed|category_flexibility|speech_recognition|auditory_attention|visualization|written_expression|multilimb_coordination|visual_color_discrimination|far_vision|time_sharing|trunk_strength|depth_perception|reaction_time|speed_of_closure|rate_control|static_strength|fluency_of_ideas|response_orientation|originality|stamina|memorization|spatial_orientation|peripheral_vision|glare_sensitivity|wrist-finger_speed|mathematical_reasoning|number_facility|gross_body_coordination|night_vision|gross_body_equilibrium|dynamic_strength|sound_localization|speed_of_limb_movement|explosive_strength|dynamic_flexibility,3.12,3.12,3.0,2.75,2.88,2.88,2.88,3.0,3.0,3.0,2.88,2.62,1.0,0.0,1.88,1.25,1.25,0.25,2.88,3.12,2.88,2.75,2.88,3.0,3.12,3.0,2.0,2.12,2.0,1.75,2.0,1.75,2.0,1.38,3.0,2.88,3.0,3.0,2.75,3.0,2.88,2.88,2.0,1.75,2.12,1.88,2.88,2.75,3.88,3.88,1.88,1.62,2.0,1.75,3.62,3.62,3.0,3.25,2.0,2.0,2.88,2.88,2.0,1.75,3.75,3.12,2.38,2.25,2.25,2.38,2.0,2.12,3.0,2.88,1.88,1.25,2.0,1.88,3.0,3.0,2.88,2.88,2.38,2.25,1.5,0.88,2.12,1.88,2.12,2.12,2.75,2.62,2.75,2.62,2.62,2.75,2.88,2.75,2.0,1.75,2.75,3.0,2.75,2.75
53-6061.00,Passenger Attendants,oral_expression|oral_comprehension|speech_clarity|problem_sensitivity|speech_recognition|inductive_reasoning|far_vision|selective_attention|time_sharing|auditory_attention|near_vision|deductive_reasoning|information_ordering|written_comprehension|trunk_strength|written_expression|category_flexibility|perceptual_speed|hearing_sensitivity|flexibility_of_closure|visual_color_discrimination|multilimb_coordination|arm-hand_steadiness|manual_dexterity|static_strength|finger_dexterity|originality|number_facility|memorization|depth_perception|fluency_of_ideas|control_precision|gross_body_coordination|speed_of_closure|peripheral_vision|night_vision|gross_body_equilibrium|response_orientation|extent_flexibility|stamina|dynamic_strength|explosive_strength|reaction_time|visualization|spatial_orientation|mathematical_reasoning|glare_sensitivity|speed_of_limb_movement|sound_localization|rate_control|wrist-finger_speed|dynamic_flexibility,oral_expression|oral_comprehension|speech_clarity|speech_recognition|problem_sensitivity|selective_attention|information_ordering|written_comprehension|near_vision|deductive_reasoning|category_flexibility|far_vision|inductive_reasoning|time_sharing|trunk_strength|perceptual_speed|flexibility_of_closure|auditory_attention|written_expression|hearing_sensitivity|speed_of_closure|arm-hand_steadiness|visual_color_discrimination|static_strength|multilimb_coordination|extent_flexibility|manual_dexterity|finger_dexterity|control_precision|visualization|memorization|fluency_of_ideas|originality|gross_body_equilibrium|gross_body_coordination|response_orientation|stamina|reaction_time|depth_perception|number_facility|dynamic_strength|explosive_strength|mathematical_reasoning|night_vision|spatial_orientation|peripheral_vision|glare_sensitivity|speed_of_limb_movement|sound_localization|rate_control|wrist-finger_speed|dynamic_flexibility,2.38,2.12,2.88,2.38,2.75,2.88,2.12,2.0,2.88,2.88,2.12,1.75,1.0,0.0,2.0,1.62,2.0,1.62,2.0,2.0,3.0,2.88,2.25,2.0,2.62,2.38,2.12,2.0,1.88,1.0,2.12,2.0,2.0,2.0,2.62,2.25,3.0,2.75,2.88,3.0,2.38,2.0,2.0,1.62,2.12,2.0,2.5,2.12,2.88,2.88,2.0,1.12,2.12,1.75,3.88,3.75,4.12,3.88,2.12,2.0,2.62,2.5,2.0,1.0,3.75,3.12,1.5,0.5,2.0,1.75,2.0,1.88,3.0,3.0,1.5,0.62,2.0,1.12,3.88,3.75,3.62,3.25,2.12,2.12,1.5,0.62,2.0,1.88,2.25,2.12,2.88,2.62,2.75,2.62,2.62,2.12,2.0,2.0,1.38,0.38,2.88,3.0,2.75,2.25
53-7011.00,Conveyor Operators and Tenders,oral_comprehension|control_precision|problem_sensitivity|oral_expression|deductive_reasoning|inductive_reasoning|multilimb_coordination|near_vision|selective_attention|perceptual_speed|flexibility_of_closure|far_vision|static_strength|manual_dexterity|arm-hand_steadiness|speech_clarity|trunk_strength|rate_control|visualization|hearing_sensitivity|depth_perception|finger_dexterity|written_expression|information_ordering|speech_recognition|auditory_attention|response_orientation|written_comprehension|time_sharing|category_flexibility|visual_color_discrimination|glare_sensitivity|fluency_of_ideas|reaction_time|extent_flexibility|speed_of_closure|stamina|gross_body_coordination|originality|memorization|gross_body_equilibrium|spatial_orientation|dynamic_strength|night_vision|peripheral_vision|mathematical_reasoning|number_facility|wrist-finger_speed|sound_localization|explosive_strength|speed_of_limb_movement|dynamic_flexibility,oral_comprehension|information_ordering|control_precision|multilimb_coordination|oral_expression|perceptual_speed|near_vision|problem_sensitivity|manual_dexterity|arm-hand_steadiness|depth_perception|far_vision|rate_control|reaction_time|selective_attention|visualization|finger_dexterity|auditory_attention|static_strength|hearing_sensitivity|extent_flexibility|category_flexibility|inductive_reasoning|deductive_reasoning|trunk_strength|speech_recognition|response_orientation|written_comprehension|flexibility_of_closure|written_expression|speech_clarity|visual_color_discrimination|time_sharing|fluency_of_ideas|speed_of_closure|glare_sensitivity|dynamic_strength|originality|gross_body_equilibrium|gross_body_coordination|memorization|mathematical_reasoning|number_facility|stamina|sound_localization|wrist-finger_speed|night_vision|peripheral_vision|explosive_strength|spatial_orientation|speed_of_limb_movement|dynamic_flexibility,3.12,3.12,2.88,3.0,2.88,3.0,3.75,3.5,3.5,3.0,3.0,3.12,1.25,0.25,2.0,2.12,1.88,1.38,2.38,3.0,3.12,3.12,3.0,3.0,3.12,2.88,2.5,2.25,2.5,2.25,2.12,2.0,2.12,2.0,3.0,3.0,3.38,3.0,3.0,3.5,3.12,3.12,2.0,1.75,2.12,2.0,3.38,3.5,3.25,3.12,2.0,1.38,2.0,1.75,3.75,3.5,3.5,3.38,2.12,2.12,3.25,3.25,2.0,1.38,3.62,3.12,3.0,3.12,2.5,3.12,2.88,2.88,3.25,3.12,2.0,1.5,2.0,1.38,3.12,2.88,2.88,2.88,2.25,2.25,1.75,1.25,2.12,1.75,3.12,3.0,2.88,2.5,3.0,3.0,2.75,2.75,3.0,3.0,2.0,1.5,2.88,2.88,3.0,2.88
53-7021.00,Crane and Tower Operators,control_precision|multilimb_coordination|depth_perception|far_vision|reaction_time|rate_control|problem_sensitivity|arm-hand_steadiness|response_orientation|manual_dexterity|selective_attention|near_vision|oral_expression|visualization|speech_recognition|visual_color_discrimination|oral_comprehension|speech_clarity|perceptual_speed|finger_dexterity|glare_sensitivity|deductive_reasoning|information_ordering|spatial_orientation|time_sharing|auditory_attention|inductive_reasoning|extent_flexibility|flexibility_of_closure|trunk_strength|written_expression|written_comprehension|hearing_sensitivity|static_strength|category_flexibility|peripheral_vision|sound_localization|wrist-finger_speed|gross_body_equilibrium|originality|fluency_of_ideas|mathematical_reasoning|number_facility|dynamic_strength|speed_of_limb_movement|stamina|speed_of_closure|memorization|gross_body_coordination|night_vision|explosive_strength|dynamic_flexibility,control_precision|depth_perception|far_vision|multilimb_coordination|reaction_time|rate_control|near_vision|oral_comprehension|response_orientation|visualization|manual_dexterity|arm-hand_steadiness|oral_expression|selective_attention|perceptual_speed|speech_clarity|finger_dexterity|visual_color_discrimination|glare_sensitivity|deductive_reasoning|written_comprehension|static_strength|hearing_sensitivity|auditory_attention|problem_sensitivity|peripheral_vision|information_ordering|spatial_orientation|speech_recognition|flexibility_of_closure|trunk_strength|extent_flexibility|inductive_reasoning|wrist-finger_speed|category_flexibility|time_sharing|written_expression|speed_of_limb_movement|originality|fluency_of_ideas|speed_of_closure|number_facility|mathematical_reasoning|gross_body_equilibrium|gross_body_coordination|dynamic_strength|memorization|sound_localization|night_vision|stamina|explosive_strength|dynamic_flexibility,3.62,3.12,2.88,2.88,2.75,2.5,4.12,4.12,3.0,3.0,3.88,4.12,1.0,0.0,2.25,2.0,1.25,0.5,2.88,2.62,3.88,4.12,3.0,3.0,2.88,2.62,2.38,2.12,3.0,3.0,2.12,2.0,2.5,2.12,2.88,2.88,2.88,2.5,3.0,2.75,3.5,3.12,2.38,2.12,2.12,2.0,4.0,4.0,3.38,3.62,2.0,1.88,2.25,2.12,3.12,3.5,3.25,3.12,2.38,2.12,3.12,3.12,2.75,2.75,3.62,2.88,3.75,3.75,3.75,3.88,3.5,3.5,3.5,3.12,2.5,2.0,3.0,2.75,3.12,3.0,3.12,2.62,2.12,2.12,2.25,2.25,2.12,1.75,2.75,2.88,3.0,2.5,2.88,2.62,3.12,3.0,3.12,3.12,2.5,2.5,2.88,2.88,2.88,2.38
53-7031.00,Dredge Operators,control_precision|multilimb_coordination|depth_perception|arm-hand_steadiness|reaction_time|manual_dexterity|problem_sensitivity|far_vision|near_vision|finger_dexterity|hearing_sensitivity|selective_attention|speech_clarity|auditory_attention|speech_recognition|information_ordering|static_strength|trunk_strength|oral_comprehension|response_orientation|oral_expression|perceptual_speed|flexibility_of_closure|rate_control|deductive_reasoning|visualization|inductive_reasoning|spatial_orientation|category_flexibility|glare_sensitivity|time_sharing|visual_color_discrimination|written_comprehension|wrist-finger_speed|written_expression|fluency_of_ideas|peripheral_vision|stamina|dynamic_strength|speed_of_limb_movement|gross_body_coordination|speed_of_closure|extent_flexibility|gross_body_equilibrium|memorization|originality|mathematical_reasoning|number_facility|sound_localization|night_vision|explosive_strength|dynamic_flexibility,control_precision|multilimb_coordination|depth_perception|reaction_time|far_vision|response_orientation|auditory_attention|oral_comprehension|arm-hand_steadiness|perceptual_speed|flexibility_of_closure|selective_attention|static_strength|oral_expression|finger_dexterity|near_vision|manual_dexterity|information_ordering|visualization|problem_sensitivity|rate_control|trunk_strength|glare_sensitivity|deductive_reasoning|hearing_sensitivity|time_sharing|speech_recognition|speech_clarity|inductive_reasoning|spatial_orientation|written_comprehension|category_flexibility|dynamic_strength|visual_color_discrimination|wrist-finger_speed|fluency_of_ideas|written_expression|speed_of_closure|gross_body_coordination|extent_flexibility|peripheral_vision|originality|speed_of_limb_movement|gross_body_equilibrium|memorization|sound_localization|stamina|number_facility|mathematical_reasoning|night_vision|explosive_strength|dynamic_flexibility,3.38,3.12,3.0,3.38,2.62,2.25,4.0,4.0,2.75,2.62,3.5,3.62,1.12,0.25,2.25,2.25,1.25,0.38,2.12,1.88,3.25,3.5,3.12,2.88,2.88,3.0,2.38,2.0,2.5,2.62,2.12,1.88,2.12,1.62,3.12,2.62,2.62,2.38,3.0,2.88,3.38,2.88,2.0,1.38,2.0,1.62,3.75,4.0,3.25,2.88,1.75,1.12,2.0,1.38,2.88,3.25,2.88,2.88,2.0,1.75,2.88,3.12,2.25,1.88,3.25,2.75,2.75,2.75,3.38,3.62,2.88,3.38,3.12,3.0,1.88,1.62,2.62,2.38,3.0,2.5,3.0,2.5,2.12,2.0,2.25,1.75,2.25,1.5,2.88,2.88,2.5,2.5,2.88,2.75,2.5,2.25,2.75,2.75,2.38,2.12,2.38,2.25,2.38,2.0
53-7041.00,Hoist and Winch Operators,problem_sensitivity|arm-hand_steadiness|control_precision|depth_perception|reaction_time|near_vision|multilimb_coordination|oral_comprehension|manual_dexterity|selective_attention|deductive_reasoning|speech_recognition|oral_expression|visualization|rate_control|hearing_sensitivity|far_vision|speech_clarity|perceptual_speed|inductive_reasoning|finger_dexterity|information_ordering|gross_body_equilibrium|extent_flexibility|response_orientation|auditory_attention|category_flexibility|visual_color_discrimination|written_comprehension|sound_localization|spatial_orientation|flexibility_of_closure|static_strength|trunk_strength|speed_of_limb_movement|time_sharing|fluency_of_ideas|speed_of_closure|written_expression|glare_sensitivity|originality|peripheral_vision|memorization|number_facility|gross_body_coordination|wrist-finger_speed|stamina|mathematical_reasoning|night_vision|dynamic_strength|explosive_strength|dynamic_flexibility,control_precision|oral_comprehension|multilimb_coordination|depth_perception|extent_flexibility|reaction_time|perceptual_speed|response_orientation|static_strength|information_ordering|auditory_attention|hearing_sensitivity|oral_expression|problem_sensitivity|visualization|manual_dexterity|near_vision|far_vision|selective_attention|finger_dexterity|rate_control|inductive_reasoning|arm-hand_steadiness|trunk_strength|category_flexibility|time_sharing|flexibility_of_closure|written_comprehension|speech_recognition|gross_body_equilibrium|visual_color_discrimination|glare_sensitivity|speed_of_limb_movement|speech_clarity|deductive_reasoning|memorization|sound_localization|written_expression|fluency_of_ideas|originality|peripheral_vision|number_facility|speed_of_closure|dynamic_strength|wrist-finger_speed|gross_body_coordination|stamina|spatial_orientation|night_vision|mathematical_reasoning|explosive_strength|dynamic_flexibility,3.63,2.63,3.0,2.88,3.0,2.63,3.63,3.88,3.38,2.38,3.63,3.5,1.13,0.13,2.0,2.0,1.13,0.13,3.13,3.5,3.25,2.75,3.13,2.75,2.75,2.5,2.63,2.13,2.5,2.38,2.38,2.0,3.13,2.5,3.25,2.88,3.25,2.63,3.13,2.88,3.38,2.75,2.13,1.5,2.5,2.25,3.5,3.63,3.5,2.75,2.0,1.63,2.38,2.0,3.38,3.63,3.38,2.88,2.5,2.13,3.25,3.38,2.5,2.0,3.88,2.88,3.25,2.63,3.63,3.5,3.0,3.25,3.38,2.75,2.75,2.13,2.75,1.75,3.25,2.38,3.38,2.5,2.5,2.0,2.63,2.38,2.38,1.88,2.63,3.13,2.63,2.63,2.63,2.63,2.88,2.38,3.25,2.88,2.38,2.0,2.88,2.5,2.5,2.13
53-7051.00,Industrial Truck and Tractor Operators,control_precision|multilimb_coordination|far_vision|response_orientation|manual_dexterity|rate_control|depth_perception|problem_sensitivity|reaction_time|selective_attention|visualization|spatial_orientation|perceptual_speed|static_strength|trunk_strength|information_ordering|near_vision|deductive_reasoning|auditory_attention|arm-hand_steadiness|peripheral_vision|finger_dexterity|oral_comprehension|oral_expression|time_sharing|extent_flexibility|speech_recognition|hearing_sensitivity|visual_color_discrimination|inductive_reasoning|speech_clarity|flexibility_of_closure|stamina|gross_body_coordination|written_expression|category_flexibility|written_comprehension|dynamic_strength|gross_body_equilibrium|mathematical_reasoning|wrist-finger_speed|sound_localization|number_facility|fluency_of_ideas|speed_of_closure|memorization|originality|glare_sensitivity|explosive_strength|speed_of_limb_movement|night_vision|dynamic_flexibility,multilimb_coordination|control_precision|depth_perception|static_strength|reaction_time|far_vision|response_orientation|rate_control|selective_attention|auditory_attention|extent_flexibility|oral_comprehension|finger_dexterity|deductive_reasoning|problem_sensitivity|near_vision|perceptual_speed|spatial_orientation|visualization|manual_dexterity|trunk_strength|peripheral_vision|oral_expression|arm-hand_steadiness|time_sharing|hearing_sensitivity|visual_color_discrimination|information_ordering|dynamic_strength|category_flexibility|flexibility_of_closure|speech_recognition|stamina|number_facility|speech_clarity|inductive_reasoning|written_comprehension|sound_localization|gross_body_coordination|gross_body_equilibrium|fluency_of_ideas|wrist-finger_speed|written_expression|mathematical_reasoning|speed_of_closure|speed_of_limb_movement|glare_sensitivity|originality|memorization|night_vision|explosive_strength|dynamic_flexibility,3.12,2.88,3.12,3.12,2.38,2.38,4.0,4.0,3.12,3.0,3.25,3.88,1.62,0.88,2.25,2.5,1.88,1.25,2.88,3.12,3.75,3.38,3.0,3.0,2.62,2.38,2.12,2.0,1.88,1.75,2.5,2.0,2.25,2.0,2.75,2.75,2.75,2.25,3.12,2.62,3.5,3.0,2.12,2.0,1.88,1.5,3.88,4.0,3.12,3.0,1.75,1.5,2.12,2.25,3.0,3.12,3.0,2.88,1.88,1.62,3.12,3.0,3.0,3.0,3.25,3.0,3.38,3.25,3.25,3.5,3.62,3.25,3.12,3.12,2.12,2.0,3.12,3.0,2.75,2.25,2.75,2.25,2.0,1.75,1.88,1.75,2.5,2.25,3.12,3.62,2.88,2.75,3.12,3.0,2.75,2.62,3.12,3.0,2.12,2.0,2.38,2.12,2.5,2.0
53-7061.00,Cleaners of Vehicles and Equipment,near_vision|extent_flexibility|manual_dexterity|multilimb_coordination|problem_sensitivity|stamina|trunk_strength|control_precision|finger_dexterity|oral_comprehension|arm-hand_steadiness|deductive_reasoning|oral_expression|speech_recognition|gross_body_coordination|information_ordering|speech_clarity|inductive_reasoning|depth_perception|visual_color_discrimination|far_vision|category_flexibility|dynamic_strength|response_orientation|static_strength|selective_attention|perceptual_speed|flexibility_of_closure|visualization|auditory_attention|spatial_orientation|reaction_time|rate_control|time_sharing|speed_of_limb_movement|wrist-finger_speed|written_comprehension|written_expression|gross_body_equilibrium|speed_of_closure|memorization|peripheral_vision|glare_sensitivity|number_facility|fluency_of_ideas|night_vision|hearing_sensitivity|originality|dynamic_flexibility|mathematical_reasoning|explosive_strength|sound_localization,extent_flexibility|oral_comprehension|manual_dexterity|control_precision|multilimb_coordination|trunk_strength|near_vision|finger_dexterity|stamina|deductive_reasoning|problem_sensitivity|arm-hand_steadiness|information_ordering|gross_body_coordination|dynamic_strength|oral_expression|inductive_reasoning|category_flexibility|speech_recognition|far_vision|depth_perception|static_strength|speech_clarity|time_sharing|reaction_time|selective_attention|response_orientation|visualization|written_comprehension|visual_color_discrimination|rate_control|perceptual_speed|flexibility_of_closure|wrist-finger_speed|speed_of_limb_movement|spatial_orientation|auditory_attention|written_expression|speed_of_closure|fluency_of_ideas|gross_body_equilibrium|number_facility|memorization|peripheral_vision|glare_sensitivity|mathematical_reasoning|night_vision|originality|hearing_sensitivity|explosive_strength|dynamic_flexibility|sound_localization,2.88,2.5,2.12,1.38,2.38,2.25,3.0,3.0,2.88,2.5,2.38,2.12,1.62,0.62,2.38,2.38,1.5,0.75,3.25,3.12,2.38,2.12,3.0,2.75,2.25,1.75,1.88,1.12,1.88,1.0,2.75,2.38,2.0,1.12,1.62,0.75,2.5,2.25,2.75,2.38,3.25,3.0,1.62,0.88,2.0,1.12,3.12,3.0,3.62,2.88,1.75,0.88,1.88,1.12,2.88,3.0,2.75,2.38,1.62,0.75,2.25,1.75,1.88,1.0,3.0,2.5,2.12,1.75,2.12,2.0,2.25,2.0,2.25,2.0,1.38,0.38,2.12,1.5,2.62,2.12,2.75,2.25,2.0,1.25,2.0,1.5,3.0,2.62,2.25,2.12,2.12,2.12,3.0,3.0,2.38,1.88,2.25,2.0,2.0,1.62,2.0,2.0,2.0,1.25
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",static_strength|trunk_strength|multilimb_coordination|oral_comprehension|near_vision|manual_dexterity|extent_flexibility|stamina|deductive_reasoning|problem_sensitivity|control_precision|far_vision|dynamic_strength|selective_attention|arm-hand_steadiness|oral_expression|information_ordering|category_flexibility|reaction_time|rate_control|written_comprehension|speech_recognition|finger_dexterity|depth_perception|speech_clarity|visualization|inductive_reasoning|gross_body_coordination|written_expression|visual_color_discrimination|response_orientation|explosive_strength|perceptual_speed|flexibility_of_closure|auditory_attention|time_sharing|speed_of_closure|mathematical_reasoning|dynamic_flexibility|gross_body_equilibrium|number_facility|memorization|night_vision|peripheral_vision|fluency_of_ideas|hearing_sensitivity|sound_localization|spatial_orientation|originality|speed_of_limb_movement|glare_sensitivity|wrist-finger_speed,static_strength|extent_flexibility|trunk_strength|multilimb_coordination|near_vision|stamina|control_precision|oral_comprehension|manual_dexterity|arm-hand_steadiness|far_vision|dynamic_strength|reaction_time|finger_dexterity|written_comprehension|selective_attention|visualization|deductive_reasoning|problem_sensitivity|information_ordering|oral_expression|inductive_reasoning|category_flexibility|speech_recognition|depth_perception|response_orientation|time_sharing|visual_color_discrimination|rate_control|gross_body_coordination|flexibility_of_closure|speech_clarity|perceptual_speed|speed_of_closure|written_expression|auditory_attention|hearing_sensitivity|fluency_of_ideas|originality|spatial_orientation|peripheral_vision|number_facility|speed_of_limb_movement|explosive_strength|gross_body_equilibrium|mathematical_reasoning|memorization|night_vision|glare_sensitivity|sound_localization|wrist-finger_speed|dynamic_flexibility,3.0,3.0,2.12,2.0,2.88,2.75,3.0,3.12,3.0,2.88,2.75,2.62,2.0,1.12,3.0,3.0,2.25,1.62,3.12,3.75,3.0,3.0,2.88,2.88,2.12,2.12,2.0,2.0,1.88,1.25,2.62,2.25,2.0,1.62,2.0,2.0,2.75,2.75,2.88,2.88,3.12,3.0,2.0,1.38,2.0,1.38,3.38,3.62,3.12,3.12,2.0,1.25,2.0,1.88,3.12,3.0,3.0,2.88,2.0,2.0,2.25,2.12,2.0,1.88,3.0,2.88,2.88,2.38,2.88,2.88,2.38,2.5,3.0,2.88,2.0,1.25,2.0,1.88,2.75,2.12,2.88,2.62,2.12,2.0,1.88,1.75,3.12,3.12,3.88,4.0,2.12,2.38,3.5,3.75,2.5,2.38,2.75,2.88,1.62,1.12,2.88,2.88,2.62,2.0
