ONET_SOC_CODE,title,essential_skills_importance_ranked,essential_skills_level_ranked,essential_skills_reading_comprehension_importance,essential_skills_reading_comprehension_level,essential_skills_active_listening_importance,essential_skills_active_listening_level,essential_skills_writing_importance,essential_skills_writing_level,essential_skills_speaking_importance,essential_skills_speaking_level,essential_skills_mathematics_importance,essential_skills_mathematics_level,essential_skills_science_importance,essential_skills_science_level,essential_skills_critical_thinking_importance,essential_skills_critical_thinking_level,essential_skills_active_learning_importance,essential_skills_active_learning_level,essential_skills_learning_strategies_importance,essential_skills_learning_strategies_level,essential_skills_monitoring_importance,essential_skills_monitoring_level
29-2011.02,Cytotechnologists,reading_comprehension|active_listening|critical_thinking|speaking|writing|active_learning|monitoring|science|learning_strategies|mathematics,reading_comprehension|active_listening|critical_thinking|active_learning|writing|speaking|learning_strategies|monitoring|science|mathematics,3.88,3.88,3.75,3.88,3.0,3.38,3.12,3.38,2.62,2.75,2.88,2.88,3.75,3.88,3.0,3.5,2.75,3.0,3.0,3.0
29-2011.04,Histotechnologists,reading_comprehension|critical_thinking|monitoring|active_listening|speaking|active_learning|writing|science|learning_strategies|mathematics,reading_comprehension|critical_thinking|monitoring|active_listening|writing|speaking|active_learning|learning_strategies|mathematics|science,3.5,3.75,3.25,3.38,3.12,3.25,3.25,3.25,2.38,2.5,3.0,2.5,3.38,3.5,3.25,3.12,2.75,2.88,3.38,3.5
29-2012.00,Medical and Clinical Laboratory Technicians,reading_comprehension|active_listening|critical_thinking|speaking|writing|science|active_learning|monitoring|mathematics|learning_strategies,reading_comprehension|critical_thinking|active_listening|science|writing|speaking|active_learning|monitoring|learning_strategies|mathematics,3.75,3.25,3.62,3.12,3.0,3.0,3.12,3.0,2.75,2.62,3.0,3.12,3.25,3.25,3.0,3.0,2.75,2.88,3.0,3.0
29-2012.01,Histology Technicians,active_listening|critical_thinking|reading_comprehension|monitoring|speaking|science|writing|active_learning|learning_strategies|mathematics,critical_thinking|reading_comprehension|active_listening|monitoring|writing|active_learning|speaking|science|learning_strategies|mathematics,3.38,3.38,3.5,3.38,3.0,3.0,3.12,2.88,2.0,1.62,3.12,2.75,3.5,3.62,2.88,3.0,2.38,2.5,3.25,3.25
29-2031.00,Cardiovascular Technologists and Technicians,active_listening|speaking|critical_thinking|monitoring|reading_comprehension|writing|active_learning|science|learning_strategies|mathematics,reading_comprehension|active_listening|critical_thinking|monitoring|speaking|writing|active_learning|learning_strategies|science|mathematics,3.62,4.12,3.88,3.88,3.12,3.5,3.75,3.62,2.62,2.5,3.0,2.88,3.75,3.75,3.12,3.38,2.88,3.0,3.75,3.75
29-2032.00,Diagnostic Medical Sonographers,active_listening|speaking|reading_comprehension|critical_thinking|writing|monitoring|active_learning|learning_strategies|science|mathematics,reading_comprehension|active_listening|speaking|writing|critical_thinking|active_learning|science|learning_strategies|monitoring|mathematics,3.75,4.0,4.0,4.0,3.25,3.75,3.88,3.88,2.0,2.12,2.88,3.12,3.62,3.62,3.12,3.25,3.0,3.12,3.25,3.12
29-2033.00,Nuclear Medicine Technologists,critical_thinking|active_listening|speaking|reading_comprehension|writing|monitoring|science|mathematics|active_learning|learning_strategies,reading_comprehension|active_listening|speaking|critical_thinking|science|monitoring|writing|active_learning|mathematics|learning_strategies,3.5,4.0,3.75,3.75,3.5,3.38,3.75,3.75,3.12,3.0,3.25,3.5,3.88,3.62,3.12,3.12,2.75,3.0,3.5,3.5
29-2034.00,Radiologic Technologists and Technicians,reading_comprehension|active_listening|speaking|critical_thinking|monitoring|writing|active_learning|learning_strategies|mathematics|science,reading_comprehension|active_listening|critical_thinking|monitoring|writing|speaking|active_learning|learning_strategies|mathematics|science,3.75,3.75,3.75,3.75,3.0,3.0,3.38,3.0,2.0,2.12,2.0,1.75,3.25,3.5,2.88,3.0,2.62,2.75,3.25,3.12
29-2035.00,Magnetic Resonance Imaging Technologists,reading_comprehension|active_listening|monitoring|speaking|critical_thinking|writing|active_learning|science|learning_strategies|mathematics,reading_comprehension|active_listening|speaking|monitoring|critical_thinking|writing|active_learning|learning_strategies|science|mathematics,3.88,4.0,3.75,3.88,3.12,3.12,3.62,3.88,2.62,2.62,2.75,2.75,3.38,3.62,3.12,3.12,2.75,3.0,3.75,3.75
29-2036.00,Medical Dosimetrists,critical_thinking|reading_comprehension|active_listening|speaking|writing|mathematics|monitoring|science|active_learning|learning_strategies,reading_comprehension|writing|active_listening|critical_thinking|active_learning|speaking|mathematics|learning_strategies|monitoring|science,4.0,4.75,4.0,4.25,3.75,4.38,3.88,4.12,3.5,3.88,3.38,3.5,4.12,4.25,3.38,4.25,3.12,3.62,3.5,3.62
29-2043.00,Paramedics,critical_thinking|active_listening|reading_comprehension|speaking|monitoring|active_learning|writing|learning_strategies|mathematics|science,critical_thinking|reading_comprehension|active_learning|active_listening|speaking|monitoring|writing|learning_strategies|mathematics|science,3.5,3.62,3.62,3.5,2.88,3.12,3.5,3.5,2.38,2.5,2.25,1.88,3.75,3.88,3.38,3.62,2.75,2.62,3.5,3.5
29-2051.00,Dietetic Technicians,speaking|active_listening|reading_comprehension|writing|critical_thinking|active_learning|learning_strategies|monitoring|mathematics|science,monitoring|reading_comprehension|speaking|active_listening|writing|critical_thinking|active_learning|learning_strategies|mathematics|science,3.12,3.25,3.25,3.12,3.12,3.12,3.38,3.25,2.88,3.0,2.0,1.75,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.88
29-2052.00,Pharmacy Technicians,active_listening|reading_comprehension|speaking|critical_thinking|active_learning|monitoring|writing|mathematics|learning_strategies|science,active_listening|reading_comprehension|critical_thinking|speaking|active_learning|monitoring|writing|mathematics|learning_strategies|science,3.75,3.62,4.0,3.88,3.0,3.0,3.75,3.25,3.0,3.0,1.88,1.5,3.25,3.62,3.12,3.12,2.88,2.88,3.12,3.12
29-2053.00,Psychiatric Technicians,active_listening|monitoring|speaking|reading_comprehension|critical_thinking|writing|active_learning|learning_strategies|mathematics|science,active_listening|monitoring|reading_comprehension|speaking|critical_thinking|learning_strategies|writing|active_learning|science|mathematics,3.75,3.88,4.0,4.0,3.25,3.12,3.88,3.88,2.0,1.75,2.0,1.88,3.62,3.75,3.12,3.0,3.0,3.25,4.0,4.0
29-2055.00,Surgical Technologists,monitoring|active_listening|reading_comprehension|speaking|critical_thinking|active_learning|learning_strategies|writing|mathematics|science,active_listening|reading_comprehension|monitoring|speaking|critical_thinking|writing|active_learning|learning_strategies|mathematics|science,3.12,3.62,3.25,3.75,2.88,3.0,3.12,3.12,2.62,2.62,2.12,2.0,3.0,3.12,3.0,3.0,3.0,3.0,3.62,3.62
29-2056.00,Veterinary Technologists and Technicians,active_listening|critical_thinking|reading_comprehension|speaking|writing|monitoring|active_learning|learning_strategies|science|mathematics,critical_thinking|active_listening|reading_comprehension|speaking|monitoring|writing|active_learning|learning_strategies|science|mathematics,3.62,3.75,3.75,3.88,3.25,3.0,3.62,3.75,2.75,2.62,2.88,2.88,3.75,4.0,3.12,3.0,3.0,3.0,3.25,3.5
29-2057.00,Ophthalmic Medical Technicians,active_listening|speaking|reading_comprehension|writing|critical_thinking|active_learning|monitoring|learning_strategies|mathematics|science,active_listening|reading_comprehension|speaking|critical_thinking|active_learning|writing|monitoring|learning_strategies|mathematics|science,3.12,3.62,3.62,3.75,3.12,3.0,3.25,3.62,2.5,2.5,2.0,1.88,3.0,3.12,3.0,3.12,2.62,2.62,3.0,3.0
29-2061.00,Licensed Practical and Licensed Vocational Nurses,active_listening|speaking|monitoring|reading_comprehension|critical_thinking|active_learning|writing|learning_strategies|mathematics|science,reading_comprehension|active_listening|speaking|critical_thinking|monitoring|active_learning|writing|learning_strategies|mathematics|science,3.75,4.12,3.88,4.0,3.25,3.12,3.88,4.0,2.88,2.88,2.62,2.62,3.75,4.0,3.38,3.25,3.12,3.12,3.88,4.0
29-2072.00,Medical Records Specialists,reading_comprehension|critical_thinking|active_listening|writing|speaking|active_learning|monitoring|learning_strategies|mathematics|science,reading_comprehension|speaking|critical_thinking|active_listening|writing|active_learning|monitoring|learning_strategies|mathematics|science,3.62,3.25,3.25,3.12,3.12,3.0,3.12,3.25,2.25,1.88,1.0,0.0,3.38,3.25,3.0,2.88,2.75,2.38,3.0,2.88
29-2081.00,"Opticians, Dispensing",speaking|active_listening|reading_comprehension|critical_thinking|writing|active_learning|monitoring|mathematics|learning_strategies|science,active_listening|speaking|reading_comprehension|critical_thinking|writing|active_learning|learning_strategies|monitoring|mathematics|science,3.75,3.88,3.88,4.0,3.25,3.25,4.0,4.0,2.88,2.88,1.75,0.88,3.5,3.88,3.0,3.0,2.62,3.0,3.0,3.0
29-2091.00,Orthotists and Prosthetists,reading_comprehension|active_listening|writing|speaking|critical_thinking|active_learning|monitoring|learning_strategies|mathematics|science,reading_comprehension|writing|active_learning|active_listening|speaking|critical_thinking|monitoring|mathematics|science|learning_strategies,4.0,4.38,4.0,4.12,4.0,4.25,4.0,4.12,3.0,3.25,2.88,3.25,4.0,4.12,3.75,4.25,3.12,3.25,3.38,3.75
29-2092.00,Hearing Aid Specialists,active_listening|speaking|reading_comprehension|writing|critical_thinking|active_learning|monitoring|learning_strategies|mathematics|science,active_listening|speaking|critical_thinking|reading_comprehension|active_learning|writing|learning_strategies|monitoring|mathematics|science,3.25,3.38,3.88,3.88,3.12,3.0,3.38,3.62,2.12,2.62,1.75,0.88,3.12,3.62,3.12,3.12,3.0,3.0,3.12,3.0
29-2099.01,Neurodiagnostic Technologists,active_listening|speaking|reading_comprehension|critical_thinking|monitoring|writing|active_learning|learning_strategies|science|mathematics,reading_comprehension|active_listening|critical_thinking|speaking|monitoring|writing|active_learning|learning_strategies|science|mathematics,3.75,4.12,4.0,4.0,3.38,3.38,3.88,3.88,2.25,2.38,2.5,2.5,3.75,4.0,3.12,3.25,3.12,3.12,3.62,3.62
29-2099.05,Ophthalmic Medical Technologists,active_listening|speaking|critical_thinking|reading_comprehension|writing|active_learning|learning_strategies|monitoring|mathematics|science,active_listening|speaking|reading_comprehension|critical_thinking|writing|monitoring|active_learning|learning_strategies|science|mathematics,3.12,3.88,3.88,4.0,3.12,3.5,3.88,4.0,2.62,2.62,2.25,2.75,3.25,3.62,3.0,3.0,3.0,3.0,3.0,3.12
29-2099.08,Patient Representatives,active_listening|speaking|reading_comprehension|critical_thinking|writing|active_learning|monitoring|learning_strategies|mathematics|science,active_listening|reading_comprehension|speaking|writing|critical_thinking|active_learning|monitoring|learning_strategies|mathematics|science,3.88,3.88,4.25,4.0,3.12,3.75,4.0,3.88,2.12,2.0,1.75,0.75,3.75,3.75,3.12,3.62,2.75,2.88,3.12,3.12
29-9091.00,Athletic Trainers,active_listening|speaking|critical_thinking|monitoring|reading_comprehension|active_learning|writing|learning_strategies|science|mathematics,critical_thinking|monitoring|active_listening|speaking|active_learning|reading_comprehension|writing|learning_strategies|mathematics|science,3.75,3.88,4.0,4.0,3.5,3.88,3.88,4.0,2.12,2.12,2.38,1.88,3.88,4.12,3.75,4.0,3.12,3.88,3.88,4.12
29-9092.00,Genetic Counselors,reading_comprehension|active_listening|writing|speaking|critical_thinking|active_learning|learning_strategies|science|monitoring|mathematics,reading_comprehension|writing|speaking|active_learning|active_listening|critical_thinking|learning_strategies|science|monitoring|mathematics,4.12,5.0,4.12,4.0,4.0,4.38,4.0,4.12,2.88,2.88,3.0,3.0,4.0,4.0,4.0,4.12,3.12,3.12,3.0,3.0
29-9093.00,Surgical Assistants,active_listening|speaking|reading_comprehension|critical_thinking|monitoring|writing|learning_strategies|active_learning|science|mathematics,reading_comprehension|active_listening|speaking|critical_thinking|monitoring|writing|active_learning|learning_strategies|mathematics|science,3.62,4.0,4.0,3.88,3.12,3.38,3.75,3.88,2.5,2.62,2.62,2.62,3.62,3.5,3.0,3.12,3.12,3.12,3.62,3.5
29-9099.01,Midwives,critical_thinking|monitoring|active_listening|speaking|reading_comprehension|active_learning|learning_strategies|writing|science|mathematics,monitoring|active_listening|reading_comprehension|speaking|critical_thinking|writing|active_learning|learning_strategies|science|mathematics,3.62,4.25,3.75,4.38,3.12,3.62,3.75,4.0,2.25,2.5,2.88,2.88,4.0,4.0,3.38,3.62,3.25,3.38,4.0,4.62
31-1121.00,Home Health Aides,active_listening|reading_comprehension|monitoring|speaking|critical_thinking|writing|active_learning|learning_strategies|mathematics|science,active_listening|reading_comprehension|speaking|critical_thinking|active_learning|monitoring|writing|learning_strategies|mathematics|science,3.12,3.12,3.88,3.62,2.88,2.88,3.0,3.0,2.0,2.0,1.5,0.5,3.0,3.0,2.88,3.0,2.75,2.75,3.12,3.0
31-1122.00,Personal Care Aides,active_listening|critical_thinking|monitoring|speaking|reading_comprehension|writing|active_learning|learning_strategies|mathematics|science,critical_thinking|monitoring|reading_comprehension|active_listening|speaking|writing|active_learning|learning_strategies|mathematics|science,2.88,3.0,3.38,3.0,2.88,2.88,3.0,3.0,2.0,1.75,1.75,0.75,3.25,3.12,2.88,2.75,2.75,2.75,3.25,3.12
31-1131.00,Nursing Assistants,active_listening|monitoring|reading_comprehension|speaking|critical_thinking|active_learning|writing|learning_strategies|mathematics|science,critical_thinking|reading_comprehension|active_listening|speaking|monitoring|writing|active_learning|learning_strategies|mathematics|science,3.12,3.0,3.62,3.0,2.75,2.75,3.12,3.0,2.12,1.88,1.75,0.88,3.12,3.12,2.88,2.75,2.38,2.12,3.25,3.0
31-1132.00,Orderlies,active_listening|speaking|critical_thinking|writing|monitoring|reading_comprehension|active_learning|learning_strategies|mathematics|science,active_listening|writing|speaking|critical_thinking|reading_comprehension|learning_strategies|monitoring|active_learning|mathematics|science,2.5,2.0,3.12,2.5,2.62,2.25,3.0,2.12,1.75,0.88,1.25,0.25,2.75,2.12,2.12,1.88,2.12,2.0,2.62,2.0
31-1133.00,Psychiatric Aides,speaking|active_listening|monitoring|critical_thinking|active_learning|reading_comprehension|writing|learning_strategies|mathematics|science,monitoring|critical_thinking|reading_comprehension|active_listening|learning_strategies|writing|speaking|active_learning|mathematics|science,3.12,3.25,3.75,3.12,3.12,3.0,3.88,3.0,2.12,1.88,1.75,0.75,3.38,3.38,3.25,3.0,2.88,3.12,3.75,3.75
31-2011.00,Occupational Therapy Assistants,active_listening|speaking|reading_comprehension|critical_thinking|monitoring|writing|active_learning|learning_strategies|mathematics|science,reading_comprehension|active_listening|speaking|writing|critical_thinking|active_learning|learning_strategies|monitoring|mathematics|science,3.62,3.88,3.88,3.88,3.25,3.38,3.88,3.5,2.12,2.12,1.88,1.25,3.38,3.38,3.25,3.25,3.25,3.25,3.38,3.12
31-2012.00,Occupational Therapy Aides,speaking|active_listening|critical_thinking|monitoring|reading_comprehension|writing|active_learning|learning_strategies|mathematics|science,active_listening|speaking|reading_comprehension|critical_thinking|monitoring|writing|active_learning|learning_strategies|mathematics|science,3.12,3.38,3.5,3.62,3.12,3.0,3.62,3.5,2.0,1.75,1.62,0.75,3.25,3.38,3.0,3.0,3.0,3.0,3.25,3.12
31-2021.00,Physical Therapist Assistants,active_listening|speaking|monitoring|reading_comprehension|writing|critical_thinking|active_learning|learning_strategies|science|mathematics,active_listening|reading_comprehension|speaking|critical_thinking|monitoring|writing|active_learning|learning_strategies|science|mathematics,3.25,3.88,4.0,4.0,3.25,3.12,3.75,3.88,2.25,2.0,2.38,2.12,3.25,3.88,3.25,3.12,2.88,3.12,3.75,3.88
31-2022.00,Physical Therapist Aides,active_listening|monitoring|reading_comprehension|writing|speaking|critical_thinking|active_learning|learning_strategies|mathematics|science,critical_thinking|monitoring|reading_comprehension|active_listening|writing|speaking|active_learning|learning_strategies|mathematics|science,3.12,3.0,3.62,3.0,3.0,3.0,3.0,3.0,2.0,1.88,1.88,1.38,3.0,3.12,3.0,3.0,2.62,2.88,3.25,3.12
31-9011.00,Massage Therapists,active_listening|speaking|reading_comprehension|critical_thinking|monitoring|writing|active_learning|learning_strategies|mathematics|science,speaking|reading_comprehension|active_listening|critical_thinking|active_learning|monitoring|writing|learning_strategies|mathematics|science,3.0,3.12,3.62,3.12,2.75,2.75,3.5,3.38,1.75,1.38,1.5,0.75,3.0,3.12,2.75,2.88,2.38,2.38,2.88,2.88
31-9091.00,Dental Assistants,active_listening|speaking|reading_comprehension|active_learning|monitoring|writing|critical_thinking|learning_strategies|mathematics|science,active_listening|reading_comprehension|speaking|critical_thinking|active_learning|writing|monitoring|learning_strategies|mathematics|science,3.25,3.25,3.88,3.38,3.0,3.0,3.38,3.12,2.12,2.0,2.0,1.75,3.0,3.12,3.12,3.12,2.5,2.5,3.12,3.0
31-9092.00,Medical Assistants,active_listening|speaking|reading_comprehension|critical_thinking|monitoring|writing|active_learning|learning_strategies|mathematics|science,reading_comprehension|speaking|active_listening|critical_thinking|monitoring|active_learning|writing|learning_strategies|mathematics|science,3.75,4.0,3.88,3.88,3.38,3.25,3.88,4.0,2.62,2.62,2.62,2.25,3.62,3.62,3.25,3.38,3.12,3.12,3.5,3.5
31-9093.00,Medical Equipment Preparers,critical_thinking|monitoring|active_listening|reading_comprehension|speaking|active_learning|writing|learning_strategies|mathematics|science,active_listening|active_learning|monitoring|reading_comprehension|critical_thinking|writing|speaking|learning_strategies|mathematics|science,3.12,2.88,3.25,3.0,2.88,2.75,3.12,2.75,2.25,2.25,1.88,1.0,3.5,2.88,3.0,3.0,2.75,2.62,3.38,3.0
31-9094.00,Medical Transcriptionists,active_listening|reading_comprehension|writing|monitoring|speaking|critical_thinking|active_learning|learning_strategies|mathematics|science,active_listening|reading_comprehension|writing|speaking|critical_thinking|active_learning|monitoring|learning_strategies|mathematics|science,4.0,4.0,4.12,4.12,3.88,3.62,3.0,3.12,1.75,1.0,1.5,0.62,3.0,3.12,2.88,2.88,2.12,2.12,3.12,2.88
31-9095.00,Pharmacy Aides,active_listening|speaking|reading_comprehension|critical_thinking|active_learning|writing|monitoring|mathematics|learning_strategies|science,reading_comprehension|active_listening|speaking|critical_thinking|monitoring|writing|active_learning|mathematics|learning_strategies|science,3.25,3.25,3.5,3.0,2.75,2.5,3.38,2.88,2.5,2.38,1.5,0.5,3.0,2.88,2.88,2.5,2.5,2.25,2.75,2.62
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,active_listening|critical_thinking|reading_comprehension|writing|monitoring|speaking|active_learning|mathematics|science|learning_strategies,active_listening|writing|reading_comprehension|critical_thinking|monitoring|speaking|active_learning|mathematics|science|learning_strategies,3.12,3.12,3.5,3.25,3.12,3.25,3.0,3.0,2.75,2.62,2.62,2.38,3.25,3.12,2.88,3.0,2.12,2.12,3.12,3.12
31-9097.00,Phlebotomists,speaking|active_listening|critical_thinking|reading_comprehension|monitoring|writing|active_learning|learning_strategies|science|mathematics,speaking|reading_comprehension|active_listening|critical_thinking|learning_strategies|writing|active_learning|monitoring|mathematics|science,3.12,3.5,3.25,3.5,3.0,3.0,3.5,3.62,2.0,2.12,2.25,2.12,3.25,3.25,3.0,3.0,3.0,3.12,3.12,3.0
31-9099.01,Speech-Language Pathology Assistants,active_listening|reading_comprehension|speaking|monitoring|writing|critical_thinking|active_learning|learning_strategies|mathematics|science,reading_comprehension|active_listening|speaking|critical_thinking|monitoring|learning_strategies|writing|active_learning|mathematics|science,3.75,4.0,4.0,4.0,3.12,3.25,3.75,3.88,2.0,1.88,2.0,1.62,3.12,3.62,3.12,3.12,3.0,3.5,3.38,3.62
31-9099.02,Endoscopy Technicians,reading_comprehension|active_listening|critical_thinking|writing|speaking|active_learning|monitoring|learning_strategies|mathematics|science,reading_comprehension|active_listening|speaking|active_learning|critical_thinking|monitoring|writing|learning_strategies|mathematics|science,3.62,4.0,3.62,3.38,3.12,3.0,3.12,3.25,2.0,2.0,1.75,1.25,3.38,3.12,3.12,3.25,2.75,2.5,3.12,3.12
33-1011.00,First-Line Supervisors of Correctional Officers,active_listening|critical_thinking|monitoring|speaking|reading_comprehension|writing|active_learning|learning_strategies|mathematics|science,monitoring|reading_comprehension|active_listening|speaking|critical_thinking|writing|active_learning|learning_strategies|mathematics|science,3.75,4.0,4.0,4.0,3.5,3.62,3.88,4.0,2.12,2.0,1.5,0.5,4.0,4.0,3.25,3.25,3.12,3.12,4.0,4.25
33-1012.00,First-Line Supervisors of Police and Detectives,reading_comprehension|active_listening|speaking|critical_thinking|monitoring|active_learning|writing|learning_strategies|mathematics|science,reading_comprehension|active_listening|writing|speaking|critical_thinking|active_learning|learning_strategies|monitoring|mathematics|science,4.0,4.0,4.0,4.0,3.75,4.0,4.0,4.0,2.38,2.5,1.5,0.5,4.0,4.0,3.88,4.0,3.75,4.0,4.0,4.0
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,active_listening|speaking|critical_thinking|reading_comprehension|monitoring|writing|active_learning|learning_strategies|mathematics|science,active_listening|critical_thinking|speaking|reading_comprehension|monitoring|learning_strategies|writing|active_learning|mathematics|science,3.75,3.75,4.0,4.0,3.25,3.38,3.88,3.88,2.5,2.62,1.88,1.12,3.88,4.0,3.25,3.25,3.25,3.62,3.75,3.75
33-1091.00,First-Line Supervisors of Security Workers,active_listening|reading_comprehension|speaking|critical_thinking|monitoring|writing|active_learning|learning_strategies|mathematics|science,reading_comprehension|speaking|critical_thinking|monitoring|active_listening|writing|learning_strategies|active_learning|mathematics|science,3.88,4.0,4.0,3.75,3.62,3.75,3.88,3.88,2.0,1.75,1.25,0.25,3.88,3.88,3.12,3.0,3.0,3.5,3.75,3.88
33-2011.00,Firefighters,active_listening|critical_thinking|active_learning|speaking|monitoring|reading_comprehension|learning_strategies|writing|mathematics|science,critical_thinking|monitoring|active_listening|reading_comprehension|writing|speaking|active_learning|learning_strategies|mathematics|science,3.0,3.12,3.62,3.25,2.62,3.12,3.5,3.12,2.38,2.62,2.0,2.12,3.62,3.75,3.62,3.12,2.88,3.0,3.5,3.5
33-2021.00,Fire Inspectors and Investigators,active_listening|writing|speaking|critical_thinking|reading_comprehension|monitoring|active_learning|learning_strategies|mathematics|science,speaking|critical_thinking|reading_comprehension|active_listening|writing|monitoring|active_learning|learning_strategies|mathematics|science,3.38,3.62,3.62,3.62,3.5,3.62,3.5,3.88,2.5,2.75,1.88,1.5,3.5,3.75,3.12,3.12,3.0,3.12,3.25,3.38
33-2022.00,Forest Fire Inspectors and Prevention Specialists,critical_thinking|speaking|active_listening|monitoring|reading_comprehension|writing|learning_strategies|active_learning|mathematics|science,critical_thinking|reading_comprehension|speaking|monitoring|active_listening|active_learning|learning_strategies|writing|mathematics|science,3.12,3.38,3.62,3.25,3.12,3.0,3.75,3.38,2.12,2.38,1.88,1.75,4.0,3.88,3.0,3.25,3.12,3.12,3.38,3.38
33-3011.00,Bailiffs,speaking|monitoring|active_listening|critical_thinking|reading_comprehension|active_learning|writing|learning_strategies|mathematics|science,monitoring|active_listening|critical_thinking|speaking|reading_comprehension|writing|active_learning|learning_strategies|mathematics|science,2.88,2.88,3.25,3.12,2.25,2.25,3.38,3.0,1.5,0.75,1.0,0.0,3.0,3.12,2.75,2.12,2.12,2.0,3.38,3.25
33-3012.00,Correctional Officers and Jailers,active_listening|monitoring|speaking|critical_thinking|reading_comprehension|active_learning|writing|learning_strategies|mathematics|science,monitoring|reading_comprehension|critical_thinking|active_listening|speaking|active_learning|writing|learning_strategies|mathematics|science,3.62,3.62,4.0,3.5,3.0,3.0,3.88,3.5,2.0,2.0,1.38,0.38,3.75,3.62,3.25,3.12,3.0,3.0,4.0,3.75
33-3021.00,Detectives and Criminal Investigators,active_listening|speaking|critical_thinking|reading_comprehension|writing|active_learning|monitoring|learning_strategies|mathematics|science,active_listening|reading_comprehension|speaking|critical_thinking|writing|active_learning|monitoring|learning_strategies|mathematics|science,4.0,4.12,4.5,4.5,3.75,4.0,4.25,4.12,2.0,1.88,1.62,0.88,4.12,4.12,3.75,3.62,2.88,3.0,3.62,3.5
33-3021.02,Police Identification and Records Officers,active_listening|speaking|reading_comprehension|critical_thinking|writing|active_learning|monitoring|learning_strategies|mathematics|science,reading_comprehension|active_listening|speaking|critical_thinking|writing|active_learning|learning_strategies|monitoring|mathematics|science,3.75,4.0,3.88,3.88,3.25,3.25,3.88,3.88,2.0,2.0,1.75,1.0,3.75,3.88,3.0,3.0,2.75,3.0,3.0,3.0
33-3021.06,Intelligence Analysts,reading_comprehension|active_listening|writing|speaking|critical_thinking|active_learning|monitoring|learning_strategies|mathematics|science,reading_comprehension|critical_thinking|active_listening|speaking|writing|active_learning|monitoring|learning_strategies|mathematics|science,4.25,4.88,4.12,4.12,4.0,4.0,4.0,4.12,2.75,2.88,1.88,1.75,4.0,4.38,3.62,4.0,3.0,3.0,3.25,3.38
33-3031.00,Fish and Game Wardens,speaking|reading_comprehension|active_listening|critical_thinking|writing|monitoring|active_learning|learning_strategies|mathematics|science,reading_comprehension|active_listening|speaking|critical_thinking|writing|active_learning|monitoring|learning_strategies|mathematics|science,3.75,4.0,3.75,4.0,3.12,3.38,3.88,3.88,2.38,2.5,2.38,2.38,3.75,3.88,3.0,3.38,2.62,2.75,3.12,3.38
33-3041.00,Parking Enforcement Workers,speaking|monitoring|active_listening|critical_thinking|reading_comprehension|writing|active_learning|learning_strategies|mathematics|science,speaking|critical_thinking|monitoring|reading_comprehension|active_listening|active_learning|writing|learning_strategies|mathematics|science,2.88,2.88,3.0,2.88,2.75,2.25,3.12,3.0,1.88,1.62,1.0,0.0,3.0,3.0,2.62,2.38,2.12,2.0,3.12,3.0
33-3051.00,Police and Sheriff's Patrol Officers,active_listening|speaking|critical_thinking|active_learning|reading_comprehension|monitoring|writing|learning_strategies|mathematics|science,active_listening|critical_thinking|reading_comprehension|speaking|writing|monitoring|active_learning|learning_strategies|mathematics|science,3.75,3.88,4.12,4.0,3.12,3.75,3.88,3.88,2.0,2.25,1.38,0.38,3.88,4.0,3.88,3.25,2.75,3.0,3.25,3.62
33-3051.04,Customs and Border Protection Officers,active_listening|speaking|critical_thinking|reading_comprehension|writing|monitoring|active_learning|learning_strategies|mathematics|science,active_listening|speaking|reading_comprehension|critical_thinking|writing|monitoring|active_learning|learning_strategies|mathematics|science,3.88,3.88,4.0,4.0,3.62,3.75,4.0,4.0,2.25,2.12,1.88,1.12,4.0,3.88,3.38,3.12,2.62,2.88,3.62,3.75
33-3052.00,Transit and Railroad Police,active_listening|speaking|critical_thinking|monitoring|writing|active_learning|reading_comprehension|learning_strategies|mathematics|science,speaking|monitoring|critical_thinking|reading_comprehension|active_listening|learning_strategies|writing|active_learning|mathematics|science,3.12,3.25,4.0,3.25,3.25,3.0,4.0,3.88,2.0,2.0,1.12,0.12,3.88,3.38,3.25,3.0,2.88,3.25,3.38,3.5
33-9011.00,Animal Control Workers,active_listening|speaking|critical_thinking|reading_comprehension|writing|monitoring|active_learning|learning_strategies|mathematics|science,critical_thinking|active_listening|speaking|reading_comprehension|writing|monitoring|active_learning|learning_strategies|mathematics|science,3.0,3.0,3.75,3.25,3.0,3.0,3.62,3.12,2.0,1.0,1.12,0.12,3.5,3.5,2.88,2.88,2.75,2.75,3.0,3.0
33-9021.00,Private Detectives and Investigators,active_listening|speaking|reading_comprehension|critical_thinking|writing|active_learning|monitoring|learning_strategies|mathematics|science,active_listening|critical_thinking|reading_comprehension|speaking|writing|monitoring|active_learning|mathematics|learning_strategies|science,3.88,4.0,4.12,4.12,3.62,3.62,4.0,3.88,2.25,2.12,1.5,0.62,3.88,4.12,3.38,3.38,2.5,2.12,3.38,3.5
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,monitoring|critical_thinking|speaking|reading_comprehension|active_listening|writing|active_learning|learning_strategies|mathematics|science,monitoring|critical_thinking|speaking|reading_comprehension|active_listening|writing|active_learning|learning_strategies|mathematics|science,3.25,3.5,3.25,3.25,3.12,3.12,3.62,3.62,2.12,1.75,1.25,0.25,3.75,3.75,3.12,3.12,2.5,2.88,4.12,3.88
