O*NET-SOC Code,Title,specific_interest_areas_ranked,specific_interest_areas_ds_accounting_value,specific_interest_areas_ds_agriculture_value,specific_interest_areas_ds_animal_service_value,specific_interest_areas_ds_applied_arts_and_design_value,specific_interest_areas_ds_athletics_value,specific_interest_areas_ds_business_initiatives_value,specific_interest_areas_ds_construction_woodwork_value,specific_interest_areas_ds_creative_writing_value,specific_interest_areas_ds_culinary_art_value,specific_interest_areas_ds_engineering_value,specific_interest_areas_ds_finance_value,specific_interest_areas_ds_health_care_service_value,specific_interest_areas_ds_human_resources_value,specific_interest_areas_ds_humanities_value,specific_interest_areas_ds_information_technology_value,specific_interest_areas_ds_law_value,specific_interest_areas_ds_life_science_value,specific_interest_areas_ds_management_administration_value,specific_interest_areas_ds_marketing_advertising_value,specific_interest_areas_ds_mathematics_statistics_value,specific_interest_areas_ds_mechanics_electronics_value,specific_interest_areas_ds_media_value,specific_interest_areas_ds_medical_science_value,specific_interest_areas_ds_music_value,specific_interest_areas_ds_nature_outdoors_value,specific_interest_areas_ds_office_work_value,specific_interest_areas_ds_performing_arts_value,specific_interest_areas_ds_personal_service_value,specific_interest_areas_ds_physical_manual_labor_value,specific_interest_areas_ds_physical_science_value,specific_interest_areas_ds_politics_value,specific_interest_areas_ds_professional_advising_value,specific_interest_areas_ds_protective_service_value,specific_interest_areas_ds_public_speaking_value,specific_interest_areas_ds_religious_activities_value,specific_interest_areas_ds_sales_value,specific_interest_areas_ds_social_science_value,specific_interest_areas_ds_social_service_value,specific_interest_areas_ds_teaching_education_value,specific_interest_areas_ds_transportation_machine_operation_value,specific_interest_areas_ds_visual_arts_value,specific_interest_areas_oi_accounting_value,specific_interest_areas_oi_agriculture_value,specific_interest_areas_oi_animal_service_value,specific_interest_areas_oi_applied_arts_and_design_value,specific_interest_areas_oi_athletics_value,specific_interest_areas_oi_business_initiatives_value,specific_interest_areas_oi_construction_woodwork_value,specific_interest_areas_oi_creative_writing_value,specific_interest_areas_oi_culinary_art_value,specific_interest_areas_oi_engineering_value,specific_interest_areas_oi_finance_value,specific_interest_areas_oi_health_care_service_value,specific_interest_areas_oi_human_resources_value,specific_interest_areas_oi_humanities_value,specific_interest_areas_oi_information_technology_value,specific_interest_areas_oi_law_value,specific_interest_areas_oi_life_science_value,specific_interest_areas_oi_management_administration_value,specific_interest_areas_oi_marketing_advertising_value,specific_interest_areas_oi_mathematics_statistics_value,specific_interest_areas_oi_mechanics_electronics_value,specific_interest_areas_oi_media_value,specific_interest_areas_oi_medical_science_value,specific_interest_areas_oi_music_value,specific_interest_areas_oi_nature_outdoors_value,specific_interest_areas_oi_office_work_value,specific_interest_areas_oi_performing_arts_value,specific_interest_areas_oi_personal_service_value,specific_interest_areas_oi_physical_manual_labor_value,specific_interest_areas_oi_physical_science_value,specific_interest_areas_oi_politics_value,specific_interest_areas_oi_professional_advising_value,specific_interest_areas_oi_protective_service_value,specific_interest_areas_oi_public_speaking_value,specific_interest_areas_oi_religious_activities_value,specific_interest_areas_oi_sales_value,specific_interest_areas_oi_social_science_value,specific_interest_areas_oi_social_service_value,specific_interest_areas_oi_teaching_education_value,specific_interest_areas_oi_transportation_machine_operation_value,specific_interest_areas_oi_visual_arts_value
47-2072.00,Pile Driver Operators,transportation_machine_operation|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.78,1.0,1.0,2.74,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.45,2.55,1.0,1.0,1.0,1.41,1.02,1.0,1.0,6.06,1.05,1.0,1.0,1.08,1.0,1.0,1.0,1.0,1.0,1.0,5.78,1.0
47-2073.00,Operating Engineers and Other Construction Equipment Operators,mechanics_electronics|physical_manual_labor|transportation_machine_operation|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2,1.2,1.0,1.0,1.09,1.0,2.46,1.0,1.0,3.64,1.0,1.0,1.04,1.0,1.16,1.0,1.0,1.32,1.0,1.23,3.69,1.0,1.0,1.0,2.16,1.06,1.0,1.0,5.07,1.16,1.0,1.02,1.28,1.11,1.0,1.0,1.0,1.0,1.14,6.51,1.0
47-2081.00,Drywall and Ceiling Tile Installers,construction_woodwork|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,1.0,1.0,1.55,1.0,1.0,3.24,1.0,1.0,1.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.0,1.39,1.47,1.0,1.0,1.07,1.0,1.03,1.0,1.0,6.63,1.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.08,1.6,1.25
47-2082.00,Tapers,construction_woodwork|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,1.0,1.16,1.0,1.0,2.99,1.0,1.0,1.41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.05,1.41,1.0,1.0,1.0,1.0,1.03,1.0,1.0,5.87,1.05,1.0,1.0,1.0,1.0,1.0,1.02,1.0,1.0,1.05,1.23,1.13
47-2111.00,Electricians,engineering|physical_manual_labor|mechanics_electronics|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,1.08,1.0,1.16,1.0,1.16,2.88,1.04,1.0,3.67,1.05,1.1,1.18,1.0,1.39,1.14,1.0,1.78,1.0,1.82,6.55,1.0,1.03,1.0,1.15,1.19,1.0,1.24,5.44,1.42,1.03,1.06,1.12,1.25,1.0,1.2,1.0,1.06,1.34,1.9,1.13
47-2121.00,Glaziers,transportation_machine_operation|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.17,1.0,1.0,1.52,1.0,1.03,2.88,1.0,1.0,2.3,1.0,1.0,1.0,1.0,1.03,1.0,1.0,1.26,1.03,1.42,2.03,1.0,1.0,1.0,1.04,1.08,1.0,1.21,6.06,1.1,1.0,1.01,1.0,1.05,1.0,1.14,1.0,1.03,1.11,3.16,1.3
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",construction_woodwork|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,1.0,1.0,1.13,1.06,1.0,2.95,1.0,1.0,2.07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.08,1.0,1.13,1.84,1.0,1.0,1.0,1.0,1.03,1.0,1.09,6.27,1.09,1.0,1.0,1.0,1.0,1.0,1.12,1.0,1.0,1.05,1.87,1.11
47-2132.00,"Insulation Workers, Mechanical",mechanics_electronics|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,1.0,1.0,1.05,1.0,1.01,2.64,1.0,1.0,2.88,1.0,1.03,1.18,1.0,1.0,1.0,1.0,1.2,1.0,1.48,3.54,1.0,1.0,1.0,1.04,1.06,1.0,1.09,6.11,1.28,1.0,1.0,1.12,1.0,1.0,1.08,1.0,1.02,1.08,1.56,1.0
47-2141.00,"Painters, Construction and Maintenance",construction_woodwork|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.04,1.0,2.61,1.03,1.01,2.88,1.04,1.0,1.6,1.02,1.0,1.0,1.03,1.0,1.0,1.0,1.14,1.05,1.15,1.41,1.0,1.0,1.0,1.27,1.06,1.09,1.27,5.97,1.1,1.0,1.0,1.0,1.0,1.0,1.12,1.0,1.05,1.14,1.4,1.91
47-2142.00,Paperhangers,applied_arts_and_design|physical_manual_labor|accounting|agriculture|animal_service|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,1.0,1.0,2.99,1.0,1.0,2.64,1.0,1.0,1.47,1.0,1.0,1.07,1.0,1.0,1.0,1.0,1.17,1.43,1.18,1.26,1.0,1.0,1.0,1.0,1.09,1.13,1.24,5.44,1.02,1.0,1.0,1.0,1.0,1.0,1.12,1.0,1.03,1.08,1.13,2.27
47-2151.00,Pipelayers,transportation_machine_operation|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.08,1.0,1.0,1.03,1.0,2.29,1.0,1.0,2.3,1.0,1.06,1.11,1.0,1.0,1.0,1.0,1.26,1.0,1.28,1.84,1.0,1.0,1.0,1.68,1.02,1.0,1.0,6.63,1.1,1.0,1.0,1.08,1.03,1.0,1.0,1.0,1.0,1.16,4.39,1.0
47-2152.00,"Plumbers, Pipefitters, and Steamfitters",engineering|mechanics_electronics|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,1.09,1.0,1.16,1.09,1.07,2.57,1.0,1.0,4.05,1.07,1.19,1.21,1.0,1.16,1.11,1.05,1.65,1.0,1.62,4.69,1.0,1.05,1.0,1.22,1.14,1.0,1.31,6.11,1.42,1.0,1.06,1.23,1.16,1.0,1.12,1.0,1.08,1.22,1.83,1.04
47-2161.00,Plasterers and Stucco Masons,construction_woodwork|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,1.0,1.0,2.16,1.03,1.03,3.13,1.0,1.04,1.72,1.0,1.0,1.04,1.0,1.0,1.0,1.0,1.41,1.0,1.07,1.32,1.0,1.0,1.0,1.13,1.06,1.06,1.15,6.37,1.07,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.02,1.16,1.33,1.77
47-2171.00,Reinforcing Iron and Rebar Workers,engineering|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,1.0,1.0,1.16,1.06,1.01,1.96,1.0,1.0,2.92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.17,1.0,1.62,1.77,1.0,1.0,1.0,1.09,1.05,1.0,1.0,6.53,1.1,1.0,1.0,1.0,1.05,1.0,1.0,1.0,1.0,1.08,1.7,1.13
47-2181.00,Roofers,construction_woodwork|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.01,1.0,1.16,1.06,1.04,3.06,1.0,1.0,1.88,1.05,1.0,1.11,1.0,1.0,1.0,1.0,1.32,1.0,1.28,1.47,1.0,1.0,1.0,1.22,1.06,1.0,1.18,6.58,1.09,1.0,1.01,1.08,1.14,1.0,1.16,1.0,1.05,1.16,1.77,1.07
47-2211.00,Sheet Metal Workers,engineering|mechanics_electronics|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,1.0,1.0,1.32,1.03,1.01,2.67,1.0,1.0,3.49,1.0,1.03,1.39,1.0,1.05,1.0,1.0,1.5,1.0,1.65,3.8,1.0,1.0,1.0,1.09,1.06,1.0,1.0,6.06,1.22,1.0,1.03,1.0,1.14,1.0,1.06,1.0,1.0,1.28,2.28,1.16
47-2221.00,Structural Iron and Steel Workers,engineering|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,1.0,1.0,1.08,1.11,1.01,2.16,1.0,1.0,4.12,1.0,1.0,1.0,1.0,1.11,1.04,1.0,1.17,1.0,1.59,1.96,1.0,1.0,1.0,1.09,1.06,1.0,1.0,6.68,1.16,1.0,1.0,1.12,1.03,1.0,1.0,1.0,1.0,1.11,2.88,1.04
47-2231.00,Solar Photovoltaic Installers,engineering|physical_manual_labor|mechanics_electronics|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,1.0,1.0,1.13,1.0,1.16,2.81,1.0,1.0,4.95,1.13,1.0,1.21,1.0,1.83,1.11,1.0,1.41,1.03,2.25,6.19,1.05,1.0,1.0,1.49,1.17,1.0,1.21,5.87,1.68,1.03,1.06,1.12,1.19,1.0,1.27,1.0,1.05,1.22,2.14,1.11
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",construction_woodwork|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.01,1.0,1.24,1.0,1.0,2.53,1.0,1.0,1.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.34,1.44,1.0,1.0,1.0,1.15,1.01,1.0,1.0,6.58,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.08,2.39,1.13
47-3012.00,Helpers--Carpenters,physical_manual_labor|construction_woodwork|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,1.01,1.0,1.27,1.0,1.0,6.49,1.0,1.0,1.79,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.11,1.0,1.23,1.65,1.0,1.0,1.0,1.24,1.03,1.0,1.18,6.37,1.05,1.0,1.0,1.12,1.0,1.0,1.02,1.0,1.08,1.16,1.63,1.11
47-3013.00,Helpers--Electricians,engineering|physical_manual_labor|mechanics_electronics|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,1.0,1.0,1.03,1.06,1.0,2.09,1.0,1.0,3.31,1.0,1.0,1.0,1.0,1.16,1.0,1.0,1.14,1.0,1.47,6.19,1.0,1.0,1.0,1.13,1.08,1.0,1.18,6.02,1.24,1.0,1.0,1.12,1.0,1.0,1.04,1.0,1.05,1.16,2.42,1.0
